csd_id,metal,mol_idx,shield_rel,shield_nonrel,delta_shield
ERAQOE,Pd,8537,-369.905,-464.313,94.40800000000002
EROGOH,Pd,8575,686.61,-237.333,923.943
EROGUN,Pd,8576,668.722,-190.751,859.473
ETESUR,Pd,8716,974.882,-138.029,1112.911
ETHCPD,Pd,8722,208.764,-338.182,546.946
EVESED,Pd,8787,-861.307,-518.107,-343.20000000000005
EWIDIX,Pd,8847,-570.948,-417.257,-153.69099999999997
EWUDIM,Pd,8885,796.16,-175.128,971.288
EXUFUB,Pd,8954,4622.159,468.63,4153.5289999999995
EYEDES,Pd,8977,47.456,26.685,20.771000000000004
EZOQUH,Pd,9103,1143.117,-127.594,1270.711
FAHQAG,Pd,9213,816.081,-166.403,982.484
CIJROE,Pd,9230,-910.04,-544.434,-365.606
FAJKUA,Pd,9235,-644.89,-419.074,-225.81599999999997
FAJREN,Pd,9242,445.081,-265.882,710.963
FAJRIR,Pd,9243,457.086,-263.177,720.263
FAMYOJ,Pd,9294,756.667,942.881,-186.21399999999994
FAPBIH,Pd,9330,839.869,-202.611,1042.48
FAVXUV,Pd,9434,939.628,-169.307,1108.935
FEBRUZ,Pd,9526,1441.643,-54.977,1496.6200000000001
FEGBEA,Pd,9565,121.518,115.303,6.215000000000003
FEMJEN,Pd,9713,-1170.455,-594.644,-575.8109999999999
FERQOJ,Pd,9803,-381.294,-366.849,-14.444999999999993
FETXNA,Pd,9854,870.861,-241.529,1112.3899999999999
FEXDER,Pd,9903,5049.779,474.162,4575.617
FICJUZ,Pd,10008,-1538.398,-565.295,-973.103
AVIQIF,Pd,10027,948.62,-162.218,1110.838
CATQEW,Pd,10046,-1516.507,-621.065,-895.442
FILGOX,Pd,10143,52.375,31.752,20.623
FISWOV,Pd,10315,689.193,-178.559,867.752
FITKAY,Pd,10323,609.589,-209.185,818.7740000000001
FIVKAZ,Pd,10337,56.844,42.884,13.96
FIYBUL,Pd,10371,703.068,-209.47,912.538
CAJNOQ,Pd,10393,-2291.548,-764.823,-1526.725
FOCGIR,Pd,10419,-1154.879,-520.697,-634.1819999999999
FOCJIR,Pd,10422,-877.826,-441.971,-435.855
FODPET,Pd,10460,-73.99,-334.35,260.36
ADOFOR,Pd,10486,1098.093,-114.336,1212.429
ANISUO,Pd,10697,993.305,-167.766,1161.071
FUFMUQ,Pd,10853,58.875,42.033,16.842
FUHSOS,Pd,10884,770.769,-177.567,948.336
CIJBOM,Pd,10895,-979.867,-542.776,-437.091
ADOFOR,Pd,10896,-898.919,-526.796,-372.12299999999993
GADKUT,Pd,11182,-92.97,-362.388,269.418
BOSJIF,Pd,11184,850.695,-240.18,1090.875
GANNAL,Pd,11335,123.898,-294.575,418.47299999999996
GAQWEB,Pd,11371,733.523,-195.244,928.767
GATLES,Pd,11437,595.087,-252.194,847.281
GEFWAS,Pd,11602,249.701,-322.968,572.669
GEXDEU,Pd,11832,1003.468,-165.457,1168.925
CIJBOM,Pd,11900,-478.994,-459.25,-19.744000000000028
GILZOQ,Pd,12031,1137.135,-100.477,1237.612
GISNUR,Pd,12161,437.036,-234.675,671.711
GOCFOT,Pd,12279,748.281,-192.314,940.5949999999999
GOMXUB,Pd,12399,4138.931,459.422,3679.5089999999996
GONVIO,Pd,12412,725.722,-237.068,962.79
GOPQIL,Pd,12416,-364.745,-343.202,-21.543000000000006
CIJBOM,Pd,12421,-1546.122,-654.207,-891.9150000000001
GORTAL,Pd,12438,-1164.022,-588.496,-575.526
GOXNEO,Pd,12501,851.017,-161.973,1012.99
GUBNOJ,Pd,12542,647.746,-191.974,839.72
HANVEA,Pd,13103,4964.668,474.107,4490.561
HAPWOK,Pd,13120,-241.284,-426.877,185.59300000000002
HASMEV,Pd,13165,-390.288,-399.297,9.009000000000015
HAZCUJ,Pd,13280,586.954,-191.351,778.305
HAZVUZ,Pd,13299,-391.901,-450.201,58.30000000000001
HECHEG,Pd,13326,-497.537,-466.036,-31.500999999999976
HEFSAN,Pd,13407,-16.032,-324.203,308.171
HIGNET,Pd,13773,-650.48,-369.291,-281.189
HIGQOH,Pd,13777,-60.083,-358.029,297.946
HIHGEL,Pd,13786,-289.203,-436.403,147.20000000000005
HIHGOV,Pd,13788,-302.908,-432.533,129.625
HILQIE,Pd,13869,-325.5,-398.862,73.36200000000002
HIZQAI,Pd,14129,112.842,109.173,3.668999999999997
HOSZUM,Pd,14383,64.701,48.208,16.492999999999995
HOTBAV,Pd,14384,64.719,48.314,16.404999999999994
HOVROC,Pd,14440,27.523,-342.12,369.64300000000003
HOYZAW,Pd,14483,1050.977,-115.876,1166.853
HUGGAR,Pd,14558,602.374,-189.739,792.113
HUKWEP,Pd,14609,41.403,-322.364,363.767
CAZTEF,Pd,14616,-164.86,-407.968,243.108
HUQJUZ,Pd,14711,-575.462,-496.229,-79.233
IBALII,Pd,14833,-536.611,-465.499,-71.11199999999997
ICEFUR,Pd,14941,661.968,-223.288,885.256
ICOPUP,Pd,15005,810.215,-184.175,994.3900000000001
IGOBAH,Pd,15231,1331.641,-46.288,1377.929
IGOSUS,Pd,15247,-92.556,-303.541,210.985
IHEBAZ,Pd,15294,-606.618,-439.23,-167.38800000000003
IHEKIP,Pd,15300,-57.666,-305.203,247.53699999999998
IKUTUE,Pd,15564,999.006,1084.349,-85.34299999999996
ILEPOE,Pd,15586,738.961,-199.754,938.715
BAMXIZ,Pd,15606,320.828,-273.177,594.005
IMEGUC,Pd,15638,780.323,-167.932,948.255
INISIJ,Pd,15750,-464.357,-463.838,-0.5190000000000055
IQUFAB,Pd,15933,-390.507,-462.599,72.09199999999998
IRIYIS,Pd,15989,1046.764,-125.63,1172.3939999999998
BAKSIR,Pd,15994,-571.722,-486.905,-84.81700000000001
ITOBOJ,Pd,16128,652.585,-205.516,858.101
IVAMOJ,Pd,16165,1143.697,-35.793,1179.4899999999998
IVUFOU,Pd,16223,825.563,-144.05,969.613
IZINUB,Pd,16497,134.913,125.217,9.696000000000012
IZIPAJ,Pd,16498,126.791,117.951,8.840000000000003
JACMOP,Pd,16575,320.769,-227.478,548.2470000000001
JAFVEV,Pd,16610,-1068.104,-359.12,-708.984
JAJXAT,Pd,16653,349.025,-268.8,617.825
JATJUM,Pd,16786,1005.528,-135.44,1140.968
ACAWOR,Pd,16821,-1591.415,-589.536,-1001.879
JEVWOX,Pd,17139,-637.323,-479.823,-157.5
JEVWUD,Pd,17140,-750.074,-503.247,-246.82699999999994
JIFXUU,Pd,17230,394.052,-220.781,614.8330000000001
JIKNEW,Pd,17262,1363.46,-60.663,1424.123
JIPGAR,Pd,17325,-351.132,-407.042,55.90999999999997
JISTAH,Pd,17375,-357.21,-433.461,76.25100000000003
JIYRIS,Pd,17442,982.8,1060.694,-77.894
JOCWAC,Pd,17520,-1273.67,-566.264,-707.4060000000001
JOGDIT,Pd,17568,480.583,-265.754,746.337
JOKRIO,Pd,17640,560.214,-285.487,845.701
JOQQIP,Pd,17706,-426.166,-453.823,27.656999999999982
JOZWAZ,Pd,17799,4768.172,469.876,4298.295999999999
JUFJID,Pd,17844,-1522.965,-664.937,-858.0279999999999
JUJHOL,Pd,17873,1068.913,-98.957,1167.87
KABDAT,Pd,18078,136.836,133.82,3.0160000000000196
KADQAH,Pd,18126,1464.7,-43.735,1508.435
KAFNUC,Pd,18141,784.3,-178.939,963.2389999999999
KAGDUT,Pd,18154,870.197,-101.585,971.782
KAJFUX,Pd,18184,-34.486,-304.407,269.921
KAJFUX,Pd,18186,-34.519,-304.422,269.903
CAJNOQ,Pd,18200,853.832,-239.671,1093.503
KAKKIR,Pd,18222,-342.676,-441.477,98.80099999999999
KALZOP,Pd,18254,121.278,106.242,15.036000000000001
KAMBIM,Pd,18257,656.209,-212.995,869.204
KAPWIK,Pd,18314,-491.921,-390.015,-101.906
KASTII,Pd,18378,-301.916,-425.795,123.87900000000002
KAVFAR,Pd,18423,537.699,-179.064,716.7629999999999
ANISUO,Pd,18506,105.149,-347.318,452.467
CICFON,Pd,18565,-2809.772,-783.351,-2026.4209999999998
KEGYIG,Pd,18594,490.623,-259.159,749.7819999999999
DACYOW,Pd,18681,-580.943,-424.643,-156.3
KELREZ,Pd,18694,-434.088,-425.507,-8.581000000000017
KENPAV,Pd,18731,-571.091,-483.124,-87.96699999999998
CIJBOM,Pd,18742,-42.242,-379.209,336.967
CIJBOM,Pd,18743,-275.549,-424.529,148.98000000000002
KEPQUV,Pd,18759,228.555,-253.464,482.019
KITQUC,Pd,19259,340.278,-213.788,554.066
KIWGEE,Pd,19304,65.986,53.116,12.870000000000005
KIYWIA,Pd,19340,664.09,-211.172,875.2620000000001
KODGEQ,Pd,19388,-610.085,-500.875,-109.21000000000004
KOFMAW,Pd,19404,-369.225,-419.639,50.41399999999999
KOVYEB,Pd,19538,264.895,-327.482,592.377
KUCWUB,Pd,19605,944.586,-149.79,1094.376
KULGAZ,Pd,19703,245.248,-279.906,525.154
ADOFOR,Pd,19758,-593.272,-469.13,-124.14200000000005
KUNMEL,Pd,19764,602.408,-253.913,856.321
KUSFIN,Pd,19818,1253.465,-82.755,1336.2199999999998
LABMEH,Pd,19937,-550.687,-290.313,-260.374
DACYOW,Pd,20116,-1505.577,-505.498,-1000.079
LASPAX,Pd,20203,-1108.314,-461.589,-646.7250000000001
LAVSOR,Pd,20243,144.17,137.105,7.064999999999998
LAXKAW,Pd,20267,545.791,-211.131,756.922
LEHMOC,Pd,20419,-437.453,-458.885,21.432000000000016
LEHQIA,Pd,20422,298.95,-335.496,634.4459999999999
LETGIC,Pd,20621,932.324,1088.736,-156.41200000000015
LEVWUF,Pd,20673,981.485,-120.657,1102.142
LEZBEA,Pd,20752,4267.065,461.012,3806.0529999999994
LEZYOI,Pd,20764,-495.744,-451.774,-43.97000000000003
LEZYUO,Pd,20766,-334.308,-397.901,63.59300000000002
CAPNIT,Pd,20821,-1534.355,-580.734,-953.621
ADOFOR,Pd,20887,-318.189,-465.366,147.17699999999996
LILFET,Pd,20953,164.482,161.023,3.459000000000003
LILXAG,Pd,20971,641.348,-211.89,853.2379999999999
LINGEV,Pd,21005,4584.141,466.571,4117.57
LINMOL,Pd,21016,870.666,-238.765,1109.431
LINNAY,Pd,21018,1521.368,-75.144,1596.512
LIQVUD,Pd,21054,17.644,-2.594,20.238
LISWET,Pd,21112,217.684,-324.289,541.973
LIXXEY,Pd,21223,18.367,-8.584,26.951
LUCWEM,Pd,21577,780.733,-177.545,958.2779999999999
LUDQOS,Pd,21585,-108.325,-353.09,244.765
LUGHUQ,Pd,21626,-1085.306,-490.088,-595.2180000000001
LUGWES,Pd,21635,345.199,-256.623,601.822
LUHKEH,Pd,21638,350.973,-256.218,607.191
LUHREL,Pd,21647,-166.739,-408.001,241.26199999999997
LUHROV,Pd,21648,-158.475,-407.39,248.915
LUMQUG,Pd,21703,133.509,-270.858,404.36699999999996
LUMRER,Pd,21705,160.747,-272.034,432.781
LUMRIV,Pd,21706,138.319,-273.22,411.539
LUMSES,Pd,21710,-84.333,-280.317,195.984
LUMSOC,Pd,21712,-25.951,-278.69,252.739
HIHGOV,Pd,21732,-525.326,-482.575,-42.75100000000003
LUQXEB,Pd,21759,-1709.744,-578.226,-1131.518
LUTFIS,Pd,21802,181.767,-273.266,455.033
CAJNOQ,Pd,21829,-278.516,-425.335,146.81899999999996
MABDEB,Pd,21923,-543.323,-489.768,-53.55500000000001
MABTOA,Pd,21937,-1242.298,-504.924,-737.374
MARZUD,Pd,22221,400.915,-267.527,668.442
MATCPD,Pd,22259,610.733,824.275,-213.54200000000003
MECDED,Pd,22414,999.58,-184.989,1184.569
MEGHIS,Pd,22481,64.826,-182.676,247.50199999999998
MEGKAN,Pd,22484,3751.486,460.614,3290.872
MEKTAY,Pd,22549,1039.648,-147.901,1187.549
MELDOZ,Pd,22556,-1106.974,-607.249,-499.7249999999999
MEQROS,Pd,22604,58.08,-319.483,377.563
MEQSAF,Pd,22607,-867.426,-476.485,-390.94100000000003
MIFDAK,Pd,22838,-317.071,-420.525,103.45399999999995
MIHFUF,Pd,22875,451.756,-231.349,683.105
MIJJEV,Pd,22887,-436.597,-445.424,8.826999999999998
MIKNED,Pd,22925,-1279.823,-552.797,-727.0260000000001
MIVJUY,Pd,23123,-127.345,-359.692,232.347
MOBSON,Pd,23226,-605.238,-478.017,-127.22100000000006
MOBTPD,Pd,23228,203.129,-300.218,503.347
MOFBER,Pd,23273,159.002,-310.352,469.354
ADOFOR,Pd,23511,-1710.689,-664.029,-1046.66
MOWTIE,Pd,23518,-669.209,-496.077,-173.13199999999995
MOYQIC,Pd,23564,17.719,-364.002,381.721
MPMSPD,Pd,23589,751.198,-200.54,951.7379999999999
CAZTEF,Pd,23629,-1754.796,-752.96,-1001.836
MUHSUE,Pd,23695,-457.457,-464.814,7.357000000000028
NABLAG,Pd,23923,89.61,-329.942,419.552
CIJROE,Pd,24121,-1143.754,-580.957,-562.7969999999999
NANGEQ,Pd,24126,-1151.589,-568.223,-583.366
NAXZER,Pd,24320,-1036.454,-512.529,-523.925
NAYXIV,Pd,24333,-135.356,-310.484,175.128
NBOPDC,Pd,24352,508.835,730.459,-221.62399999999997
NEGGIS,Pd,24459,1459.503,-56.06,1515.5629999999999
NEKLIZ,Pd,24511,1145.245,-103.138,1248.3829999999998
NEKZEK,Pd,24524,-464.936,-407.208,-57.72799999999995
NELQIH,Pd,24534,-189.957,-381.092,191.135
NEPNED,Pd,24589,-450.444,-429.857,-20.58699999999999
NEQZOC,Pd,24615,1363.873,-76.446,1440.319
NESSAJ,Pd,24662,102.752,-331.962,434.714
NESSEN,Pd,24663,237.53,-311.593,549.123
NEWYAR,Pd,24721,1045.692,-120.019,1165.711
NIBNUJ,Pd,24809,723.809,-195.757,919.566
NIJBOY,Pd,24940,-501.795,-459.174,-42.62100000000004
NIQKUW,Pd,25100,-1558.229,-586.844,-971.385
NIQYES,Pd,25109,863.84,-143.333,1007.173
NIVRIV,Pd,25179,762.267,-214.374,976.6410000000001
NOBTEH,Pd,25270,-329.074,-411.631,82.55699999999996
NOFSOQ,Pd,25323,-300.439,-422.536,122.09699999999998
NOKDUO,Pd,25368,1184.239,-95.301,1279.54
NOMZAR,Pd,25447,-509.403,-438.541,-70.86200000000002
NONWES,Pd,25474,624.439,-252.456,876.895
NOVJAM,Pd,25580,916.593,-157.551,1074.144
NOWXOM,Pd,25623,-1398.105,-563.416,-834.689
NOYDUA,Pd,25658,1360.127,-35.023,1395.1499999999999
NUCFAU,Pd,25718,758.988,-163.196,922.1840000000001
NUKFOQ,Pd,25791,492.103,-253.369,745.472
NULMUD,Pd,25797,2.718,-24.353,27.071
OCANIP,Pd,26029,-492.334,-469.14,-23.194000000000017
OCEPIY,Pd,26044,512.843,-277.841,790.684
ODASER,Pd,26130,-516.628,-452.119,-64.50900000000001
ODOYEM,Pd,26190,1407.467,-87.69,1495.1570000000002
ODUDIC,Pd,26197,18.371,-16.992,35.363
ODUJEC,Pd,26211,56.507,-302.272,358.779
ODUJON,Pd,26213,1379.153,-41.63,1420.7830000000001
OFOKAX,Pd,26290,-155.068,-358.153,203.085
HUQJUZ,Pd,26379,553.184,-283.831,837.015
OHUTAN,Pd,26484,758.506,-207.753,966.259
OJAHEM,Pd,26501,-572.206,-442.492,-129.714
ADUHAJ,Pd,26536,970.561,-162.469,1133.03
OJIWUZ,Pd,26550,580.249,-223.97,804.219
OKENAU,Pd,26620,1475.11,-53.847,1528.9569999999999
ADOFOR,Pd,26667,-344.862,-422.013,77.15099999999995
OLAROI,Pd,26678,-694.513,-459.462,-235.05100000000004
OLOPEL,Pd,26710,-87.271,-284.206,196.935
OPEROS,Pd,26944,1420.003,-4.774,1424.7769999999998
OPIQEL,Pd,26955,1011.984,-124.474,1136.458
OQACUF,Pd,26977,488.851,-223.865,712.716
OSAXIS,Pd,27082,76.359,60.807,15.551999999999992
OVULOJ,Pd,27226,144.795,-321.974,466.769
OWEJOR,Pd,27250,-702.261,-367.742,-334.51899999999995
OYEYIB,Pd,27370,105.945,-329.196,435.141
PAGMIV,Pd,27536,165.29,-277.749,443.039
PAGWIF,Pd,27543,405.5,-273.606,679.106
CIJBOM,Pd,27618,1941.368,35.856,1905.512
PANNAU,Pd,27666,519.769,-280.508,800.277
PDMPDA,Pd,27867,-417.204,-453.012,35.80799999999999
PEHROL,Pd,27964,66.684,50.746,15.937999999999995
PEJMOG,Pd,27970,769.019,-184.27,953.289
PELNOM,Pd,28010,565.093,-198.578,763.6709999999999
PEPNAD,Pd,28057,-539.556,-425.107,-114.44900000000001
PESGUQ,Pd,28102,-65.547,-304.971,239.424
PETCUM,Pd,28120,895.476,-209.796,1105.272
PIJKOI,Pd,28350,1940.159,50.601,1889.558
PIJNUS,Pd,28361,337.033,-251.127,588.1600000000001
PINKOO,Pd,28437,30.661,11.761,18.900000000000002
BOSJIF,Pd,28537,-679.924,-457.612,-222.31199999999995
PORNUG,Pd,28796,1001.684,-149.534,1151.2179999999998
CAJNOQ,Pd,28923,-2291.592,-764.842,-1526.75
PUSSUU,Pd,29157,67.599,60.202,7.397000000000006
PUXQUU,Pd,29202,160.664,-293.631,454.29499999999996
PUXXIR,Pd,29206,-1081.331,-560.568,-520.7629999999999
PUXXOX,Pd,29207,-1066.501,-553.445,-513.0559999999999
PUYXAJ,Pd,29224,1019.754,-162.733,1182.487
QAFMOA,Pd,29331,-907.408,-533.722,-373.68600000000004
QAFMUG,Pd,29332,-896.097,-532.769,-363.328
QAGBOP,Pd,29350,195.178,-338.553,533.731
QAGCAG,Pd,29354,925.068,-104.558,1029.626
AMAVAO,Pd,29401,-488.968,-454.403,-34.565
QALMEX,Pd,29472,1073.122,-112.726,1185.848
QANBOX,Pd,29517,-1459.639,-570.437,-889.2019999999999
QAQGEU,Pd,29576,-23.934,-334.674,310.73999999999995
QASTIQ,Pd,29665,9.177,-21.096,30.273
QAVCAV,Pd,29693,3526.885,424.35,3102.5350000000003
QAYDEZ,Pd,29767,1028.26,-116.601,1144.8609999999999
QAYDID,Pd,29768,814.492,-153.268,967.76
QAYSER,Pd,29788,614.428,-225.107,839.535
QEGJIV,Pd,29871,998.745,-146.423,1145.1680000000001
QEGMOH,Pd,29875,-521.806,-450.659,-71.14700000000005
CIJBOM,Pd,30093,-530.811,-477.511,-53.30000000000001
QEWROC,Pd,30137,587.322,-234.633,821.955
QEZFEJ,Pd,30183,741.586,-170.524,912.11
QIDCEM,Pd,30265,12.998,-12.69,25.688
QIGCIU,Pd,30324,820.353,-191.741,1012.0939999999999
QIHJOI,Pd,30362,170.295,172.69,-2.3950000000000102
QISDAA,Pd,30474,152.83,-330.787,483.61699999999996
QIVTEU,Pd,30509,796.237,-167.129,963.366
QIWZAX,Pd,30539,503.302,-259.513,762.815
QIYWAW,Pd,30581,186.343,-339.646,525.989
CAJNOQ,Pd,31078,203.04,-345.849,548.889
QUMKIS,Pd,31118,139.632,-304.345,443.97700000000003
QUMKOY,Pd,31119,153.931,-307.922,461.85300000000007
QUNCUZ,Pd,31143,712.274,-170.347,882.621
QUNYED,Pd,31160,1449.736,-45.509,1495.2450000000001
QUQTUR,Pd,31169,-946.302,-517.817,-428.485
QUQVAZ,Pd,31170,-296.019,-392.227,96.20799999999997
QURNIA,Pd,31185,3583.038,451.384,3131.654
QUVZEN,Pd,31234,830.454,-124.509,954.963
RAGRUO,Pd,31391,-1005.379,-556.234,-449.145
RAHXEF,Pd,31414,-297.998,-403.167,105.16899999999998
RAKWUY,Pd,31462,1172.343,-130.601,1302.944
RAMWIN,Pd,31541,-463.181,-437.298,-25.88299999999998
RANVAD,Pd,31566,596.359,-206.242,802.601
RAPQEG,Pd,31579,857.141,-162.186,1019.327
BIWMUP,Pd,31716,-440.383,-455.784,15.40100000000001
RAWCEA,Pd,31721,-741.54,-440.557,-300.98299999999995
RAYBIE,Pd,31757,47.063,27.688,19.375000000000004
REDTOM,Pd,31899,-304.871,-419.983,115.11200000000002
RELDAQ,Pd,32021,264.534,-307.702,572.236
RELDIY,Pd,32022,44.91,21.122,23.787999999999997
REPQEJ,Pd,32066,-394.63,-414.133,19.502999999999986
RERFUR,Pd,32091,4917.425,472.397,4445.028
RERWET,Pd,32113,-1103.858,-503.684,-600.174
REVQEO,Pd,32179,-485.619,-459.951,-25.668000000000006
REVWAR,Pd,32186,554.642,-226.376,781.018
REXZEC,Pd,32231,40.575,16.762,23.813000000000002
RIBXAE,Pd,32284,19.871,-3.398,23.269
RIFTOR,Pd,32343,58.597,48.693,9.904000000000003
RILFUN,Pd,32404,-1178.426,-628.123,-550.3029999999999
RILHEZ,Pd,32407,685.304,-224.556,909.86
CAJNOQ,Pd,32456,518.541,-295.011,813.5520000000001
RINWUI,Pd,32459,-319.106,-442.03,122.92399999999998
RIRDAX,Pd,32510,951.813,-129.774,1081.587
RISRUH,Pd,32538,60.887,39.241,21.646
RIYYOP,Pd,32673,1185.629,-83.783,1269.4119999999998
CAJNOQ,Pd,32755,-395.387,-448.426,53.03899999999999
ROKKUX,Pd,32891,16.637,-199.985,216.622
RUGWIA,Pd,33067,213.195,-298.212,511.407
SAFMOE,Pd,33402,1116.766,-87.709,1204.4750000000001
SAJNEZ,Pd,33444,-403.114,-443.493,40.37900000000002
SAKGUI,Pd,33466,148.58,138.316,10.26400000000001
SASWUF,Pd,33610,1125.895,-122.688,1248.583
SAVREP,Pd,33648,-741.024,-431.343,-309.681
SAWHOO,Pd,33653,1282.404,-76.136,1358.54
SAYGOO,Pd,33687,1453.719,-70.373,1524.092
SAYHEF,Pd,33691,1083.012,-136.291,1219.3029999999999
SEDKIV,Pd,33767,918.597,-152.964,1071.561
DACYOW,Pd,33844,-617.421,-481.697,-135.72400000000005
SEPKUU,Pd,33906,210.387,-312.289,522.6759999999999
SEWTIY,Pd,34072,169.534,162.139,7.394999999999982
SEWZAV,Pd,34075,807.664,-167.708,975.372
SEWZEZ,Pd,34077,824.773,-167.678,992.451
SEYHUD,Pd,34089,732.001,-218.774,950.775
SEZZIH,Pd,34120,-738.104,-526.606,-211.49800000000005
SINHUS,Pd,34330,1332.005,-55.165,1387.17
SINVAO,Pd,34338,1606.61,18.1,1588.51
SINVUI,Pd,34340,1331.192,-15.681,1346.873
SIRSES,Pd,34389,32.908,-343.085,375.993
SIRSIW,Pd,34390,98.002,-328.098,426.1
SIWDUY,Pd,34457,381.129,-271.123,652.252
SIZTEC,Pd,34526,-627.631,-447.573,-180.058
SODYUG,Pd,34588,-487.074,-449.221,-37.85300000000001
SOGFOL,Pd,34612,1239.311,-132.682,1371.993
SOMWOH,Pd,34703,803.856,-134.845,938.701
SONLOY,Pd,34722,68.055,52.241,15.814000000000007
SONQAP,Pd,34728,1386.52,-48.91,1435.43
SOQHOV,Pd,34759,742.062,-180.629,922.691
SOTPAV,Pd,34812,-610.084,-459.307,-150.77699999999993
ABIDIB,Pd,34823,1368.467,-91.886,1460.353
SOTZUX,Pd,34826,-1349.929,-553.539,-796.3900000000001
ADOFOR,Pd,35006,-991.914,-541.786,-450.12800000000004
SUVSEI,Pd,35177,-536.846,-496.437,-40.40899999999999
TAFWIJ,Pd,35315,263.02,-323.947,586.967
TAHNEZ,Pd,35337,80.807,78.156,2.6509999999999962
TAHQID,Pd,35338,1224.741,-109.394,1334.135
TARSOY,Pd,35476,506.201,-278.516,784.7170000000001
KAKKIR,Pd,35622,-599.412,-496.585,-102.82700000000006
TECBOV,Pd,35647,606.883,-269.52,876.403
TEGFET,Pd,35683,154.022,152.061,1.9609999999999843
TEGFOD,Pd,35685,152.993,151.034,1.9590000000000032
TIHDUL,Pd,36083,700.398,960.981,-260.58299999999997
TIJQOS,Pd,36110,-331.107,-443.719,112.61199999999997
TIJTUC,Pd,36113,-446.079,-407.979,-38.10000000000002
TIJWOZ,Pd,36116,958.201,-149.71,1107.911
TIXROI,Pd,36307,-850.68,-458.431,-392.24899999999997
TOCHAU,Pd,36369,-239.297,-334.455,95.15799999999999
TOPYED,Pd,36515,1226.646,-97.273,1323.9189999999999
TOSTIE,Pd,36570,884.403,-141.47,1025.873
TOTQUQ,Pd,36584,73.847,-342.317,416.164
TOXRAZ,Pd,36640,-945.403,-523.431,-421.972
TUBCUO,Pd,36666,597.286,-212.704,809.99
TULYEH,Pd,36835,367.111,-261.849,628.96
TULZOS,Pd,36838,918.34,-149.89,1068.23
TUNHIV,Pd,36870,-825.308,-457.68,-367.628
TUWTAI,Pd,37000,849.34,-158.146,1007.486
UCOGOK,Pd,37171,9.0,-5.014,14.014
UFIYEQ,Pd,37310,947.461,-151.626,1099.087
UGUXUQ,Pd,37431,244.437,-295.532,539.969
UJOLIR,Pd,37577,625.387,-187.109,812.496
UKANEB,Pd,37612,426.795,-262.096,688.8910000000001
UPIQER,Pd,37935,845.027,-164.882,1009.9090000000001
CAZTEF,Pd,37995,-610.782,-466.046,-144.73600000000005
USUDOD,Pd,38124,75.09,-286.81,361.9
UTIZOP,Pd,38167,-527.287,-459.279,-68.00800000000004
UVIKIV,Pd,38212,-137.416,-267.604,130.188
UVIKOB,Pd,38213,165.567,166.136,-0.5689999999999884
ARAMIS,Pd,38230,624.468,-262.74,887.208
UVOXUZ,Pd,38238,950.985,-142.329,1093.314
UZACII,Pd,38408,3771.481,452.633,3318.8480000000004
UZEBIL,Pd,38426,56.614,44.165,12.448999999999998
VAJHEU,Pd,38563,1046.132,-159.858,1205.99
VAKCAN,Pd,38576,-38.323,-345.883,307.56
VANQUZ,Pd,38640,274.414,-264.4,538.814
VAPHOL,Pd,38658,1113.266,-108.693,1221.959
VAPJED,Pd,38661,1109.684,-109.924,1219.608
VEBBUZ,Pd,38831,-109.715,-362.518,252.80299999999997
VECGOA,Pd,38859,-1136.012,-507.216,-628.7959999999999
VETGOQ,Pd,39119,-426.835,-405.756,-21.079000000000008
VEWZUT,Pd,39166,-479.907,-441.589,-38.317999999999984
VEXWIE,Pd,39177,1182.243,-92.914,1275.157
VIBDIU,Pd,39237,929.24,-142.978,1072.218
VIBGIY,Pd,39241,-110.271,-285.331,175.06
KAKKIR,Pd,39309,-561.227,-487.882,-73.34499999999997
VIQWIB,Pd,39502,90.764,-269.002,359.766
VIVXUT,Pd,39591,585.824,-251.171,836.9949999999999
VODXUI,Pd,39710,-591.939,-497.06,-94.87899999999996
VODYUJ,Pd,39712,-363.423,-384.333,20.910000000000025
VOXJUP,Pd,39928,-421.429,-431.097,9.668000000000006
VOZHEZ,Pd,39959,-550.012,-440.573,-109.43899999999996
VUGCOR,Pd,40059,12.599,-2.72,15.319
VUQKIE,Pd,40214,548.22,-267.568,815.788
VUSBAP,Pd,40224,472.662,-203.599,676.261
VUVHOL,Pd,40255,-495.534,-414.866,-80.668
WAHBAK,Pd,40397,489.565,-235.643,725.208
WAHCUD,Pd,40403,370.012,-231.653,601.665
WAJCEQ,Pd,40426,-108.195,-313.771,205.57600000000002
WAJCIU,Pd,40427,225.904,-321.764,547.668
WAJHUK,Pd,40432,205.084,-342.452,547.5360000000001
WAKGAT,Pd,40441,831.633,-190.272,1021.905
WALDOG,Pd,40449,18.226,-343.224,361.45
WANNAB,Pd,40492,541.729,-205.099,746.828
WAZTEZ,Pd,40704,408.902,-212.518,621.42
KAKKIR,Pd,40720,-595.805,-498.935,-96.86999999999995
WEFKIF,Pd,40779,805.93,-172.447,978.377
WEFKOL,Pd,40780,1116.593,-118.914,1235.507
KAKKIR,Pd,40853,-526.676,-392.183,-134.49300000000005
WEQFOO,Pd,41000,5396.513,481.381,4915.132
WEYGAK,Pd,41104,-1012.072,-503.942,-508.13
WICCOE,Pd,41161,-1054.192,-498.802,-555.39
WILBID,Pd,41308,1169.445,-91.006,1260.451
WOCZOE,Pd,41548,-1112.18,-532.651,-579.5290000000001
WOMBEH,Pd,41694,-250.761,-390.372,139.61100000000002
